Regulon,RMST_Under_minus_Over,pvalue,RMST_Under,RMST_Over
2858,-139,0.306,538.201669298444,677.261307789156
2859,135,0.218,694.973751452464,559.878745006347
2860,223,0.0312,779.048473425484,555.826995473921
2861,347,6.41e-05,823.220158818387,476.362110108025
2862,25,0.763,594.350154468525,569.344848960264
2863,292,0.00402,816.727349726304,525.163781575395
2864,237,0.00818,700.623632772081,464.110260205794
2865,75.6,0.467,639.074248510588,563.496253174699
2866,17.1,0.853,609.912849617826,592.825331442857
2867,-29.1,0.74,545.437726974915,574.544305704348
2868,-42.7,0.684,475.77934662237,518.486694893957
2869,326,0.00794,780.090304424231,453.929141256319
2870,-27,0.827,647.834048952629,674.880311162496
2871,-140,0.251,558.933731113873,698.589503738175
2872,59.2,0.681,596.057285873192,536.893757671662
2873,-80,0.479,531.835529242575,611.819665379665
2874,-863,3.34e-05,448.513488797439,1311.86697974202
2875,-18.8,0.866,519.974154589372,538.799235714477
2876,-130,0.147,490.796607789491,620.387071178602
2877,26.5,0.816,606.781140887677,580.257923020946
2878,-46.3,0.78,586.216433189655,632.53493038493
2879,63.4,0.664,693.652606047576,630.203902768137
2880,67.4,0.511,538.823603461841,471.421693422747
2881,-98.6,0.297,558.573523024457,657.210750551278
2882,124,0.143,679.256722720091,555.082333306191
2883,107,0.177,639.054151237996,532.075807635017
2884,314,0.000147,813.887367811268,500.012286972933
2885,173,0.0402,715.022394424791,541.929207572336
2886,106,0.317,727.070402568114,621.224083931667
2887,257,0.0052,743.490085320849,486.470164114322
2888,-219,0.0736,575.026412231374,793.718439661923
2889,113,0.192,602.509086590514,489.999304819027
2890,178,0.103,629.638352404835,451.198817687442
2891,-319,0.0086,489.328714779373,807.914581156409
2892,275,0.00212,739.952459134894,465.019434199258
2893,127,0.172,625.800199301614,498.656537385046
2894,271,0.0583,775.250471868256,504.280109136086
2895,129,0.357,747.272934472934,618.078382672371
2896,52.5,0.553,583.484013503544,530.975629624743
2897,75.4,0.422,522.423065933657,447.07051878617
2898,62.8,0.589,585.489446279254,522.73319493007
2899,158,0.186,698.736408199643,541.051774134419
2900,-287,0.0163,417.162008281573,704.130132928997
2901,-30.4,0.772,590.196425631981,620.598261605585
2902,-10.2,0.911,451.612903225806,461.802234161663
2903,373,0.0238,853.089853212865,479.889144929145
2904,-650,1.24e-05,445.772214869496,1095.56821105681
2905,35.6,0.813,705.181048375493,669.544185098623
2906,210,0.0507,782.191555821656,572.04566010141
2907,-50,0.584,535.947643343051,585.934412306128
2908,320,0.00137,829.672225276686,509.7769940559
2909,-364,0.0043,479.47888764881,843.42719056508
2910,144,0.211,745.377227295891,601.532079295269
2911,-434,0.000442,416.846768336964,850.671978926338
2912,6.34,0.949,606.605339273932,600.267098774619
2913,24.9,0.824,603.823504579137,578.904975949154
2914,141,0.254,706.977368449481,565.917490858995
2915,-410,0.0471,558.834210526316,969.14453418018
2916,-7.41,0.965,702.399717244471,709.807843137255
2917,86.2,0.612,588.142300194932,501.956248178905
2918,84,0.352,658.228692392062,574.270954283471
2919,126,0.431,676.392839068826,550.296877136022
2920,-62.8,0.604,538.457291666667,601.234338034177
2921,19.6,0.862,616.129896168994,596.533959425106
2922,243,0.161,756.667586206897,514.15970112992
2923,45.4,0.729,619.01273527751,573.578783646869
2924,-370,0.00567,444.475850458609,814.589667713306
2925,93.2,0.483,665.279044117647,572.107072960439
2926,147,0.148,714.302892567058,567.724605131743
2927,217,0.0435,747.441076140197,530.053810775687
2928,92.2,0.313,614.447933113709,522.277528289202
2929,225,0.0777,672.57454228422,447.081672570247
2930,50.1,0.596,574.233573362051,524.15387896792
2931,-161,0.248,517.823920265781,679.123168659396
2932,71.9,0.548,519.869565217391,448.012577026767
2933,392,0.0366,908.78962797619,516.604013669
2934,109,0.363,602.894421768707,493.494909723104
2935,29.1,0.754,589.558894047977,560.499124382542
2936,-184,0.0716,399.112218491385,582.801116932723
2937,60.3,0.483,575.355063172334,515.079275054031
2938,166,0.182,709.065153172055,543.02480786178
2939,130,0.37,666.248633879781,536.268988292908
2940,204,0.0276,713.227914557237,509.4806436168
2941,126,0.217,683.672634929056,557.979934913076
2942,147,0.142,725.757071759779,578.484759140319
2943,172,0.0527,722.030145420572,550.172081299971
2944,211,0.0105,723.876920721968,513.011510356804
2945,263,0.00148,742.595344223459,479.313206387172
2946,72.3,0.52,679.852824613847,607.577003655574
2947,223,0.0675,707.904356060606,484.469555899251
2948,-69,0.492,454.141988304094,523.187983582482
2949,187,0.102,740.882446994625,553.73345662901
2950,302,0.00232,747.964184209838,446.15274606695
2951,114,0.302,686.272460192929,572.692330000464
2952,26.6,0.819,639.117631300057,612.537948054185
2953,283,0.00688,793.409835627759,510.587652941111
2954,213,0.0401,727.464400916746,514.194472598166
2955,245,0.0135,771.812827659816,526.859460714288
2956,73.1,0.437,566.488399621212,493.375181913357
2957,-10,0.921,620.502357480822,630.538441985636
2958,82.6,0.462,615.065350362398,532.514493455573
2959,1.41,0.992,572.635803337585,571.222879287151
2960,57.5,0.647,686.175230027909,628.680173847118
2961,49.4,0.594,571.499199065171,522.123281633757
2962,239,0.0187,747.687350086507,508.914516483206
2963,355,0.00557,866.674129652177,511.331445258181
2964,225,0.0777,672.57454228422,447.081672570247
2965,-48.5,0.667,459.301108374384,507.812509210482
2966,72.4,0.485,674.326798719364,601.888775987003
2967,303,0.0802,844.64718658052,541.290880713489
2968,137,0.47,717.934762348555,580.453590570288
2969,-319,0.0855,428.988057934437,748.43708536046
2970,262,0.0243,652.589285714286,390.446265004976
2971,334,0.0176,874.807523201621,540.867044269343
2972,100,0.111,497.539339748245,397.227176983668
2973,30.1,0.776,588.409411971007,558.280372405372
2974,-224,0.0657,463.163899641577,687.520504397134
2975,455,0.00317,1001.65019974477,546.410955969162
2976,-67.8,0.556,515.509480987536,583.353077573462
2977,338,0.0351,847.388500072787,508.984411306921
2978,52.1,0.682,670.970117783113,618.821107157745
2979,212,0.0332,726.15922869103,513.696701192219
2980,-141,0.209,451.102386642711,591.808422830125
2981,382,0.00131,879.11513068846,497.40887147218
2982,364,0.0065,894.930486657532,531.121938568244
2983,293,0.0674,746.148412731433,453.204667756396
2984,-79.3,0.47,505.648379891687,584.903322532282
2985,71.7,0.481,431.206108597285,359.527777777778
2986,-52.6,0.681,584.546551533091,637.109543254483
2987,29.7,0.777,499.718649301826,469.983446028265
2988,-298,0.0385,456.820395962733,754.41062815708
2989,197,0.092,633.585551448552,436.364646584102
2990,51.8,0.579,599.660809176699,547.902206220884
2991,41.2,0.717,588.234234234234,547.026596660243
2992,112,0.308,674.451072445999,562.178501874551
2993,81.1,0.483,651.869377535497,570.735769109837
2994,345,0.00144,759.34794929389,413.972952847629
2995,160,0.0889,675.023380394632,515.215186354594
2996,-107,0.365,515.077604710177,622.48479836925
2997,-100,0.306,525.798640326713,625.993870414038
2998,114,0.371,605.170632798574,491.437089713629
2999,227,0.0245,636.135204418391,409.517326521924
3000,-39.7,0.566,484.558314903728,524.30418601437
3001,215,0.234,681.615345268542,466.422761449077
3002,-107,0.307,479.861111111111,586.487970264353
3003,159,0.283,632.028172065928,473.385225688243
3004,-55.3,0.694,652.327733236151,707.660513302077
3005,-50.9,0.677,544.613730423697,595.512590507467
3006,290,0.0421,622.108658743633,332.261463620349
3007,125,0.329,694.364020158887,568.946128455829
3008,204,0.154,715.901340085107,511.72419042153
3009,-98.8,0.446,492.046803003946,590.806614400181
3010,131,0.159,689.628288472851,558.396538342434
3011,2.75,0.977,625.432577498006,622.687386381882
3012,320,0.000543,802.200344283235,482.302779436076
3013,127,0.146,679.119250442047,552.014462018838
3014,103,0.231,596.991598453048,494.143941194325
3015,34.3,0.706,635.828045287999,601.485713879272
3016,181,0.0457,698.039550445072,517.129712385432
3017,300,0.000593,784.751841930141,484.765463893841
3018,184,0.102,726.967663789078,542.902543785562
3019,90.5,0.526,722.352941176471,631.820245482529
3020,85.3,0.339,570.17824791221,484.882332813379
3021,-5.78,0.955,511.911029284023,517.693545287433
3022,80,0.385,626.503384424648,546.469653849468
3023,115,0.275,671.326895450756,556.35106097417
3024,483,0.00105,916.862464262544,433.422068902981
3025,53,0.58,551.915766891351,498.882186907556
3026,152,0.122,652.912520705017,500.798029350193
3027,46.5,0.718,605.1406432084,558.667153777184
3028,247,0.0105,746.061230155509,498.63403888412
3029,201,0.064,753.582171712766,552.222689355606
3030,431,9e-05,917.935468045708,486.749293198389
3031,198,0.0243,689.235130847877,490.902990646556
3032,167,0.0575,729.666134671424,562.31787682052
3033,311,0.00429,735.871168886178,424.681445521974
3034,317,0.0189,902.435673852357,585.771517278505
3035,300,0.0192,709.403340523022,409.372132436264
3036,222,0.0992,694.037268932617,472.475328316271
3037,224,0.0136,746.244509327834,522.02670380396
3038,240,0.0538,695.293426596431,455.411217443123
3039,183,0.113,796.017013488606,613.128945339152
3040,90.6,0.369,587.793078039522,497.221029895227
3041,-41.4,0.76,530.139696481725,571.52739140328
3042,-86.4,0.394,387.875,474.241037376049
3043,-35.1,0.659,484.717360114777,519.811534510337
3044,-183,0.0872,495.406305519182,678.408790189512
3045,71.3,0.497,686.919729155287,615.607639724983
3046,25.7,0.867,625.87868847158,600.150718408925
3047,57.7,0.525,534.004228195295,476.30766014934
3048,-58.3,0.559,441.88,500.169318181818
3049,365,0.000383,780.293155210599,415.489025166717
3050,204,0.0569,657.367409731469,453.394540436787
3051,318,0.0194,760.599109738372,442.427590940288
3052,394,0.00573,845.567164246823,451.085881090053
3053,138,0.0983,600.038031430233,462.001065673519
3054,185,0.18,689.005032327586,503.67990694187
3055,162,0.268,716.756253954657,554.842620194409
3056,250,0.0288,756.340695431912,506.079540074116
3057,303,0.0802,844.64718658052,541.290880713489
3058,36.3,0.762,624.576661545316,588.313725490196
3059,244,0.0865,557.41783887468,313.81793500617
3060,-3.44,0.978,582.638914027149,586.082790504357
3061,100,0.111,497.539339748245,397.227176983668
3062,331,0.0241,740.383239640684,409.080403882232
3063,255,0.0354,761.077133504298,505.995203658636
3064,-230,0.0562,516.392552915075,746.728735931
3065,-90.2,0.367,510.966123592294,601.155173467558
3066,254,0.00651,764.411500948467,510.121455093196
3067,22.4,0.804,597.905584780628,575.496107926754
3068,114,0.344,619.723349436393,505.439327083653
3069,503,0.0145,944.186938405797,441.336080511356
3070,83.9,0.559,653.320755390854,569.421762395129
3071,376,0.000242,844.33018253598,468.509067677073
3072,144,0.167,652.047780209532,508.118870540053
3073,320,0.00806,858.521670293293,538.28986460396
3074,326,0.00923,835.231226980954,509.116339671191
3075,-5.79,0.958,607.50413954312,613.293028376537
3076,-157,0.441,584.197333333333,741.277273586054
3077,86.5,0.407,674.261789196211,587.767102204789
3078,74.5,0.595,704.030931436516,629.531350727311
3079,4.82,0.961,558.381995057141,553.560197702147
3080,340,0.00136,860.095751484476,520.021506892367
3081,152,0.145,657.392814377151,505.186729584332
3082,-229,0.0471,416.561614541566,645.922484708253
3083,399,0.00757,836.979684947251,438.318367346939
3084,-58.3,0.759,539.8,598.108265367928
3085,236,0.143,711.150793650794,475.30268858984
3086,-109,0.371,404.096037649609,513.232620320856
3087,46.4,0.664,635.447948101546,589.061020179387
3088,209,0.0586,645.905263157895,437.207665541949
3089,-147,0.153,421.74746626504,568.545190174977
3090,303,0.00548,829.860302914637,527.024634569138
3091,291,0.0188,744.016675118323,453.274141311195
3092,319,0.0492,788.145488306735,469.455248636076
3093,557,3.74e-06,985.830805938665,428.332237190557
3094,299,0.00686,813.149925020244,513.779341014939
3095,245,0.125,829.885956790123,584.823529986708
3096,241,0.0202,815.944353191827,574.633679700601
3097,113,0.229,654.817938037122,542.101605289124
3098,125,0.216,626.974111711663,502.134338213732
3099,-208,0.0212,380.680407311986,588.953859001984
3100,-18,0.89,547.072571052632,565.102813852814
3101,20.6,0.855,636.042301820919,615.445740484197
3102,-280,0.117,512.185109599395,792.52217710031
3103,232,0.0238,787.563766547322,555.970981242932
3104,-304,0.00644,503.13623255201,806.725322800005
3105,125,0.205,695.919999572196,570.886355338306
3106,173,0.133,677.897944631007,504.993227259789
3107,226,0.0165,727.621099629926,502.029437148461
3108,-9.84,0.961,725.246552839862,735.083209813442
3109,-251,0.0881,540.272243668826,791.553861714015
3110,-39.8,0.665,571.659902091945,611.482641324103
3111,428,0.000779,938.600527677398,511.000939254721
3112,-161,0.196,449.221624713959,610.6772736655
3113,225,0.0759,752.067394348636,527.545808310888
3114,-363,0.0443,435.557849702381,798.80637254902
3115,-179,0.539,672.034965034965,850.97975708502
3116,277,0.0434,753.772918385702,477.048570859394
3117,62.1,0.644,575.115355998169,513.02437835652
3118,-136,0.325,611.538008404446,747.582563482587
3119,75.7,0.598,667.801810311436,592.106847586554
3120,338,0.000879,847.309670315073,509.758553507921
3121,-43.5,0.657,496.738262322473,540.191061007957
3122,164,0.175,673.676619486632,510.108966625861
3123,322,0.0487,842.995281015049,521.374099913578
3124,348,0.0041,864.005583308209,515.571149847433
3125,122,0.358,583.376322751323,461.28345959596
3126,186,0.0458,735.07061571585,549.117009164258
3127,211,0.0505,789.90358487016,579.378678792306
3128,-17.3,0.845,592.236908460401,609.517740582673
3129,155,0.0591,649.434197575147,494.380882021832
3130,141,0.0952,650.679837313623,509.27968595096
3131,201,0.064,753.582171712766,552.222689355606
3132,178,0.164,766.029995169511,588.442746489621
3133,235,0.014,780.239772851336,544.753941978828
3134,160,0.0935,719.865930421729,559.795673133424
3135,241,0.0265,766.039082060166,524.64458124139
3136,263,0.0215,730.884751028081,467.818695894336
3137,178,0.107,741.466235855906,563.24823153917
3138,82.3,0.396,648.471428163855,566.16857404253
3139,37,0.737,566.396197113356,529.358936295106
3140,86.5,0.242,471.178096757044,384.715277777778
3141,-103,0.588,589.047222222222,692.243057755252
3142,-64.4,0.531,507.003077364319,571.41317016317
3143,630,0.0122,1105.6237037037,475.576923076923
3144,197,0.0808,631.116450824362,434.461736694678
3145,-42,0.615,524.722102481512,566.713911327135
3146,20.5,0.897,648.212207512315,627.71554001554
3147,200,0.0979,727.406666666667,527.562540812909
3148,-46.5,0.692,604.657985780972,651.16928524108
3149,339,0.00226,862.21368878997,523.355311558658
3150,27.1,0.837,655.26047900683,628.204303382993
3151,-142,0.224,517.452669301713,659.75306981423
3152,195,0.0396,745.522947766237,550.519703848986
3153,-71,0.487,564.590221071661,635.586515096503
3154,-60.9,0.548,515.694081388387,576.632694330806
3155,55.1,0.566,605.32722133957,550.194590150159
3156,347,0.002,835.755400631397,488.378011736114
3157,-82,0.405,554.747770740351,636.734643781665
3158,21.9,0.813,577.820109144842,555.949256921522
3159,92.3,0.509,635.665867050482,543.39132872513
3160,178,0.0917,562.434837359875,384.842726487516
3161,266,0.0148,827.249111313038,561.702671444421
3162,157,0.15,709.967520613786,553.070235962148
3163,-281,0.0103,462.055745922818,743.394800409232
3164,149,0.188,637.201914423096,488.488218575982
3165,-339,0.0492,459.092592592593,798.250930929686
3166,382,0.00393,864.686026971749,482.399989979526
3167,-122,0.237,487.359241227592,609.812657615717
3168,272,0.00871,767.208150650373,495.189515293962
3169,-64.5,0.702,545.823333333333,610.348663307916
3170,-202,0.331,648.146031746032,850.465319575105
3171,-213,0.0546,515.983696108521,728.709021174635
3172,22.7,0.844,607.214272887716,584.529310148377
3173,196,0.0473,781.66141084187,585.511470656506
3174,328,0.0137,869.909938525488,541.752842423394
3175,191,0.0922,713.811499047283,522.694946896426
3176,469,0.00132,943.313881452383,474.390285486924
3177,-185,0.136,531.035820761053,716.19878739329
3178,131,0.254,648.799016960854,517.341138221714
3179,9.2,0.954,671.230646040616,662.029673582996
3180,298,0.0218,761.197436172,463.555407287874
3181,-41.8,0.638,499.295354703737,541.074613827856
3182,89.8,0.362,556.104717620476,466.261409004361
3183,106,0.31,640.876059149046,534.454883155642
3184,-173,0.131,556.330029576376,729.668040816177
3185,-156,0.171,497.139011100093,653.142035658724
3186,105,0.343,689.117621028414,584.204245561513
3187,-59.1,0.525,527.794019091044,586.891450081307
3188,117,0.298,718.479118729667,601.105034655569
3189,-200,0.0418,480.742534703023,680.981684682198
3190,-152,0.277,577.625409831149,729.918788027033
3191,104,0.511,708.766899981175,604.571593957882
3192,-175,0.105,479.51630561379,654.918709152718
3193,-191,0.0281,492.76249675705,683.415990979142
3194,-59.3,0.495,541.967927891069,601.23036415283
3195,165,0.346,720.856296296296,555.927741708862
3196,-123,0.256,468.094756532389,590.858508158508
3197,-142,0.265,524.166797471037,666.205355393376
3198,-43.7,0.697,599.599561191626,643.328069306463
3199,53.9,0.613,592.430203469415,538.484063373718
3200,111,0.134,533.060198248791,421.672814790748
3201,-37.7,0.822,643.11094965247,680.838411458333
3202,-114,0.439,572.194479911371,685.923849738903
3203,-48.3,0.608,503.185113035113,551.507529597483
3204,-123,0.197,513.705965897779,636.51611807922
3205,-29.4,0.832,660.991350870021,690.436007591442
3206,18.9,0.87,615.243275190084,596.310826833508
3207,-93.7,0.244,561.444082042671,655.135490386074
3208,-61.6,0.546,535.963666117917,597.576288254322
3209,-34.6,0.716,459.294551077241,493.847073471576
3210,24.2,0.854,605.573188405797,581.407688888889
3211,-2.35,0.981,569.737729338395,572.088934688229
3212,192,0.0719,672.002868062281,480.470900278373
3213,290,0.0133,816.099147374518,525.805286227732
3214,95.7,0.34,533.721203228173,438.054100066902
3215,12.7,0.926,575.143527163952,562.470304221693
3216,31.1,0.822,557.111111111111,526.009164128608
3217,-223,0.0451,498.192323687323,720.82570073064
3218,51.9,0.548,589.525994992158,537.605573194606
3219,177,0.0881,704.921364670531,528.370173356903
3220,-162,0.213,523.13782051282,685.218003793981
3221,-6.49,0.955,511.965608465608,518.450706960374
3222,236,0.0234,636.506666666666,400.655096647942
3223,15.1,0.891,591.315625983013,576.174612229516
3224,17.3,0.883,577.416246405924,560.105008866097
3225,-258,0.084,503.730583214794,761.440249319725
3226,-287,0.0292,406.761904761905,693.853510477258
3227,70.6,0.526,621.761473429952,551.192936829308
3228,57,0.557,558.351170434504,501.391239390432
3229,228,0.0295,756.843246301357,529.084687672481
3230,53.9,0.625,680.628678239767,626.748743070208
3231,173,0.0899,723.19260819808,550.416258778567
3232,-274,0.0431,485.626746193422,759.942507931174
3233,239,0.0539,797.285115055064,558.131738340461
3234,139,0.129,645.76147995323,507.171648715702
3235,-203,0.141,484.883333333333,687.918436932618
3236,-65.5,0.378,458.408571428572,523.951209133194
3237,93.3,0.301,540.86188349861,447.523548387097
3238,88.4,0.234,582.638326804226,494.225253997165
3239,243,0.102,660.25,417.541194949237
3240,267,0.0529,751.128331365604,484.271798929112
3241,-21.6,0.872,658.577774086379,680.144059942676
3242,-139,0.4,596.00912002912,735.120442736372
3243,-2.05,0.984,530.397160151913,532.447114826425
3244,-186,0.227,516.646545559715,702.357125
3245,-192,0.118,526.781698515461,718.719272841168
3246,-256,0.029,545.860121094336,801.884953825222
3247,-3.03,0.984,659.82967032967,662.862303858561
3248,232,0.0211,659.149858609686,426.774694903401
3249,-101,0.128,438.476122393402,539.573842540216
3250,59,0.594,598.096297475022,539.140259539267
3251,71.3,0.551,523.596493902439,452.257122512457
3252,-215,0.039,431.423076923077,646.894117647059
3253,-46.3,0.597,575.51971550046,621.817448589741
3254,-383,0.0263,461.772644927536,844.718142300938
3255,-50.6,0.642,551.894901108965,602.501158165942
3256,138,0.223,664.14679058758,526.301986741652
3257,193,0.206,725.98674687334,533.355801657927
3258,-205,0.115,490.537925777965,696.027809701233
3259,41.1,0.731,470.473012531328,429.403136246064
3260,227,0.0522,730.211609665238,503.644341677238
3261,111,0.243,595.929067316549,484.880452161013
3262,116,0.289,648.370468844585,532.798260980109
3263,104,0.319,656.097988427596,552.459200823967
3264,244,0.0207,763.961828707181,519.9482125121
3265,436,0.00117,845.587970682013,409.599440141669
3266,45,0.643,658.640864954775,613.616413265325
3267,98.3,0.535,680.378086010437,582.09149069169
3268,175,0.14,707.824027255389,533.079690926535
3269,133,0.331,658.750868384489,526.196655769264
3270,183,0.0954,606.91886623028,423.957473604827
3271,151,0.105,596.092341837189,444.861021383919
3272,-1.89,0.989,634.419707008795,636.307707810378
3273,-178,0.22,562.510963291451,740.597287866233
3274,317,0.000743,795.979940946352,478.967658070201
3275,102,0.373,682.803082606589,580.655523223084
3276,16,0.903,534.258482980434,518.295669075083
3277,125,0.188,609.883280351359,484.965020576132
3278,215,0.0653,612.132688243799,396.736185383244
3279,-154,0.225,573.784223861004,727.456366174036
3280,56.4,0.577,546.173734715577,489.822766942794
3281,163,0.189,732.038695344623,569.117076176356
3282,15.6,0.887,551.023492063492,535.446075907724
3283,264,0.0903,797.553995098039,533.09417529194
3284,-196,0.114,505.568754084967,701.166838247304
3285,-292,0.0542,536.032462440974,828.490020339002
3286,-78.1,0.511,564.629215218173,642.718874383718
3287,-407,0.000664,436.209487951636,843.168691072814
3288,193,0.235,654.082837301587,460.93884633783
3289,-378,0.000772,378.764568764569,756.556438963627
3290,-259,0.0178,471.533830032211,730.420455903691
3291,208,0.0541,701.950178612622,493.512283797079
3292,237,0.0688,718.115967310678,480.710184238486
3293,260,0.0187,759.087720388462,498.797031964341
3294,43.4,0.728,636.583494999919,593.216240310555
3295,8.1,0.943,498.725216088299,490.626963070068
3296,-109,0.539,479.128205128205,588.189814814815
3297,-123,0.3,608.504847915955,731.472194296867
3298,-102,0.499,520.121825715049,621.799411458428
3299,-40.4,0.79,619.027370689655,659.3807563054
3300,23.1,0.834,522.919309255222,499.795777084649
3301,325,0.0408,871.696548237386,546.307130259511
3302,-37.5,0.766,587.334234234234,624.828886681006
3303,132,0.216,602.152165222123,470.618880047487
3304,-319,0.00956,469.82962529274,788.455952268493
3305,27.2,0.693,535.034454591451,507.856301432569
3306,134,0.151,604.590747560694,470.479197241655
3307,-105,0.392,526.218433747722,630.943483414733
3308,-293,0.0535,466.436871069719,759.106459394264
3309,186,0.136,768.674536386738,583.054631426658
3310,-242,0.0617,428.559172724428,670.381048387097
3311,-547,0.000133,381.96996124031,928.531924316327
3312,52.4,0.732,531.958775293012,479.562901980962
3313,-52.1,0.637,582.566258462764,634.695974180644
3314,-181,0.0693,466.686693272854,647.870026969809
3315,-217,0.121,590.96804652265,807.953540767543
3316,264,0.0586,851.322782463082,587.75636429751
3317,64.9,0.619,540.344822654462,475.48236829317
3318,-472,0.0031,472.50486522025,944.610663674838
3319,-15.3,0.907,615.55446266181,630.891101573093
3320,254,0.0361,811.852863573556,558.152360867636
3321,-356,0.00674,494.545578516003,850.260820074583
3322,-37.8,0.773,477.250776909314,515.09551746944
3323,-148,0.189,508.134615384615,656.000455363023
3324,-360,0.0309,609.147438490019,969.182317557499
3325,56.6,0.612,623.309358800366,566.683081622695
3326,-180,0.0887,525.798126760816,705.934849474329
3327,-131,0.149,488.071083927313,619.290863724896
3328,-99.9,0.55,536.580178125339,636.465285476718
3329,-219,0.0198,501.05256352719,719.823774459094
3330,-128,0.197,616.650084163902,744.453666172928
3331,-262,0.0231,498.20110753349,760.203155845953
3332,-375,0.00147,449.68085106383,824.231158699132
3333,92.5,0.319,569.97594224924,477.455515989847
3334,-261,0.0376,540.182913968297,800.697020187203
3335,-388,0.00384,484.275204798443,872.719139951568
3336,-12.8,0.874,515.17049955871,527.950018805637
3337,302,0.0415,846.822411797331,545.30608943928
3338,-365,0.00574,516.732368340678,881.717438178398
3339,-406,0.0392,539.5,945.238457972816
3340,-508,0.00804,500.404194890077,1008.22627329193
3341,71.9,0.548,519.869565217391,448.012577026767
3342,-189,0.173,621.714603912904,810.825234155764
3343,158,0.0935,610.73452675758,452.880838310492
3344,355,0.00466,795.609890406438,440.854106537587
3345,157,0.0654,697.564894899884,540.861145804179
3346,-167,0.448,625.681630376237,792.421666666667
3347,213,0.0945,824.653356737759,611.478057478404
3348,169,0.0605,714.313476220992,545.047668336439
3349,78.4,0.394,641.159013900445,562.80025568102
3350,-51.7,0.555,441.627921354008,493.293050959122
3351,13.2,0.881,496.986341463414,483.833406746165
3352,-79.8,0.518,578.175848154937,658.018251329837
3353,-716,1.27e-05,441.646073349193,1157.31350126856
3354,-297,0.00198,481.252204198423,778.119929477511
3355,-122,0.225,565.376861881535,687.505818676652
3356,-184,0.285,528.774079412006,712.534827959729
3357,167,0.297,713.568144499179,546.634837747071
3358,128,0.565,687.23566017316,559.689471175157
3359,210,0.056,731.861544267107,521.483393392622
3360,482,0.0485,1060.20350060096,578.038251518101
3361,189,0.0367,623.911519518804,435.243681067379
3362,356,0.0475,777.505,421.781450848259
3363,-25.3,0.695,421.527129120879,446.795340465779
3364,147,0.134,722.882489955122,575.92626168325
3365,180,0.061,701.192130403519,521.130367178548
3366,204,0.122,722.58188154077,519.05711104644
3367,377,0.00584,881.206680729533,504.254377438983
3368,152,0.149,646.402674119082,494.466694470461
3369,120,0.195,530.983045187437,410.61340388007
3370,252,0.0183,765.573085514271,513.521268555406
3371,199,0.0416,750.882155394048,551.444304784526
3372,150,0.117,643.484508547008,493.687993812533
3373,163,0.0819,699.650152406039,536.59175669892
3374,-17.6,0.891,579.117507077511,596.698033898305
3375,191,0.0292,714.635484974115,523.181772470766
3376,-293,0.0183,457.79577985506,750.311021444732
3377,190,0.0627,755.012566821975,564.629350876734
3378,412,0.0031,930.391758267081,518.658382551601
3379,262,0.00949,754.58750084839,492.25914493439
3380,-226,0.116,535.272270698052,761.639296297893
3381,95.3,0.566,682.765034965035,587.468137196855
3382,350,0.0156,807.958618802357,458.423371504936
3383,213,0.0945,824.653356737759,611.478057478404
3384,-2.47,0.984,645.334274018799,647.805742594844
3385,483,0.00405,998.818942109265,515.460066430694
3386,325,0.00611,885.738407324816,561.009540539215
3387,153,0.298,697.325425021796,544.192397660819
3388,188,0.0892,639.3834972117,451.067788809678
3389,126,0.248,590.348837209302,464.377086529727
3390,195,0.067,686.76473149492,491.946617749298
3391,298,0.0041,862.306343410021,564.692188859229
3392,120,0.165,594.65460212895,474.744870651204
3393,162,0.216,762.520726059454,600.218380393926
3394,99.8,0.354,623.249935728116,523.40662511273
3395,16.2,0.916,493.923043240285,477.73723417685
3396,44.2,0.662,672.501875912495,628.323710618441
3397,186,0.129,801.513725791871,615.300272510639
3398,178,0.139,721.933996803662,543.955261991705
3399,282,0.00596,826.669694572827,545.065730722284
3400,-267,0.0131,373.384615384615,640.247793998051
3401,347,0.00153,806.854072944379,459.75996801619
3402,409,0.00804,921.05524077186,511.625951732128
3403,257,0.00911,831.815563712691,574.876300708648
3404,272,0.00969,814.946381069222,542.879086514935
3405,251,0.0669,759.031744776962,508.121182221773
3406,446,0.0129,1004.61259845228,558.226553191744
3407,-4.28,0.977,582.056,586.337756401313
3408,94.1,0.266,644.180297935105,550.034151141287
3409,-149,0.145,509.543827122057,658.225802093887
3410,-278,0.0266,395.950276761422,673.982435198569
3411,500,0.000799,1053.16734473418,553.609193070501
3412,-57.1,0.543,517.893847834496,575.040893759167
3413,264,0.045,775.031334310851,510.844324362552
3414,113,0.501,805.988095238095,692.758017111153
3415,-237,0.154,539.483336204421,776.587845926661
3416,406,5.23e-05,794.636399870458,388.443787851552
3417,-241,0.0147,354.872137289262,596.238972002822
3418,-272,0.222,503.172494172494,775.463844797178
3419,336,0.0117,827.143814980629,490.690057193963
3420,-281,0.0518,524.324041027987,805.28171388696
3421,-133,0.243,489.625094482238,622.435994483641
3422,130,0.232,638.648184020026,508.741018736175
3423,325,0.0192,887.828600394842,563.214788351603
3424,85.6,0.278,603.26850019721,517.659681813686
3425,166,0.183,703.772525318344,537.773573551219
3426,56.4,0.679,691.779922225807,635.372958586751
3427,-5.21,0.974,545.473003472222,550.683894778855
3428,-92.6,0.455,439.313053470223,531.875
3429,-30.8,0.787,585.65297284734,616.459413408891
3430,390,0.0238,977.536881222596,587.976446898306
3431,-62.7,0.407,517.451674129975,580.151654390169
