,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons
152,MCM6_code_potential_somatic,hsa-mir-129,R-152,-1.0,1.8301694065513905,-0.3925544312005786,5.681860927715386e-21,5.625082055891251,2.396557947294289,1.0,0.4903225806451612,155,76
177,MCM6_code_potential_somatic,hsa-mir-129,R-177,-1.0,1.8301694065513905,-0.367293139070264,2.265910005458552e-18,5.887049207703824,2.7045692822799703,1.0,0.4903225806451612,155,76
227,MCM6_code_potential_somatic,hsa-mir-129,R-227,-1.0,1.8301694065513905,-0.3657278950797262,3.22856905368063e-18,5.7579183353501255,2.1319749551531904,1.0,0.4903225806451612,155,76
2326,MCM6_code_potential_somatic,hsa-mir-129,R-2326,-1.0,1.8301694065513905,-0.3576004589576849,1.967795204718511e-17,7.986112233552191,3.537798351776778,1.0,0.4903225806451612,155,76
307,MCM6_code_potential_somatic,hsa-mir-129,R-307,-1.0,1.8301694065513905,-0.2075368525328415,1.4417544814430182e-06,2.993815491640692,2.516538545483773,1.0,0.4903225806451612,155,76
2402,MCM6_code_potential_somatic,hsa-mir-129,R-2402,-1.0,1.8301694065513905,-0.3357948102880194,1.955287827524277e-15,4.371301365035326,2.4238159473316427,1.0,0.4903225806451612,155,76
2412,MCM6_code_potential_somatic,hsa-mir-129,R-2412,-1.0,1.8301694065513905,-0.2285358995951475,1.0409527065319748e-07,14.133015269228682,15.702255168515071,1.0,0.4903225806451612,155,76
377,MCM6_code_potential_somatic,hsa-mir-129,R-377,-1.0,1.8301694065513905,-0.3426901376691696,4.747789045442804e-16,5.494802170682969,2.7516427497522598,1.0,0.4903225806451612,155,76
2426,MCM6_code_potential_somatic,hsa-mir-129,R-2426,-1.0,1.8301694065513905,-0.3827529360415384,6.17455023118099e-20,6.525148251825957,2.36186594065127,1.0,0.4903225806451612,155,76
2431,MCM6_code_potential_somatic,hsa-mir-129,R-2431,-1.0,1.8301694065513905,-0.3573057716911209,2.0990409872724362e-17,4.590058848302495,2.28481264831542,1.0,0.4903225806451612,155,76
2441,MCM6_code_potential_somatic,hsa-mir-129,R-2441,-1.0,1.8301694065513905,-0.3790296881703335,1.4966673482184521e-19,6.696474494596632,2.431190666267813,1.0,0.4903225806451612,155,76
397,MCM6_code_potential_somatic,hsa-mir-129,R-397,-1.0,1.8301694065513905,-0.2242695437364951,1.8136611097876016e-07,6.4310777168559845,2.50231099657293,1.0,0.4903225806451612,155,76
2446,MCM6_code_potential_somatic,hsa-mir-129,R-2446,-1.0,1.8301694065513905,-0.3311875006171224,4.936761972453518e-15,3.2088562926697435,1.673167686923159,1.0,0.4903225806451612,155,76
2451,MCM6_code_potential_somatic,hsa-mir-129,R-2451,-1.0,1.8301694065513905,-0.3858612579946314,2.9227487133931236e-20,7.652343175588989,11.04367976372349,1.0,0.4903225806451612,155,76
415,MCM6_code_potential_somatic,hsa-mir-129,R-415,-1.0,1.8301694065513905,-0.3516080546509466,7.218794363056254e-17,5.409605168337444,2.415266763455569,1.0,0.4903225806451612,155,76
419,MCM6_code_potential_somatic,hsa-mir-129,R-419,-1.0,1.8301694065513905,-0.2371877436373928,3.26427978442351e-08,7.823621074237716,3.324570264044399,1.0,0.4903225806451612,155,76
2477,MCM6_code_potential_somatic,hsa-mir-129,R-2477,-1.0,1.8301694065513905,-0.2360562283616746,3.808718241892802e-08,5.186179710955586,1.7954557300944949,1.0,0.4903225806451612,155,76
2489,MCM6_code_potential_somatic,hsa-mir-129,R-2489,-1.0,1.8301694065513905,-0.2075368525328415,1.4417544814430182e-06,2.993815491640688,2.516538545483768,1.0,0.4903225806451612,155,76
2500,MCM6_code_potential_somatic,hsa-mir-129,R-2500,-1.0,1.8301694065513905,-0.2107773646164501,9.775084141356091e-07,7.974482445585672,3.017094889051117,1.0,0.4903225806451612,155,76
2585,MCM6_code_potential_somatic,hsa-mir-129,R-2585,-1.0,1.8301694065513905,-0.2344013530143481,4.76590287133901e-08,6.838329077358063,2.4790446042129624,1.0,0.4903225806451612,155,76
572,MCM6_code_potential_somatic,hsa-mir-129,R-572,-1.0,1.8301694065513905,-0.2267847027807685,1.3091195271193578e-07,3.956497726760914,1.3570117484815658,1.0,0.4903225806451612,155,76
2622,MCM6_code_potential_somatic,hsa-mir-129,R-2622,-1.0,1.8301694065513905,-0.3628380092569362,6.175893451293349e-18,6.979615161513359,3.9684155541339465,1.0,0.4903225806451612,155,76
576,MCM6_code_potential_somatic,hsa-mir-129,R-576,-1.0,1.8301694065513905,-0.3360712811097684,1.848664972543243e-15,6.108197944406716,2.841280372049991,1.0,0.4903225806451612,155,76
626,MCM6_code_potential_somatic,hsa-mir-129,R-626,-1.0,1.8301694065513905,-0.3544301527299781,3.927528703385391e-17,7.54518961357744,4.210110530007517,1.0,0.4903225806451612,155,76
646,MCM6_code_potential_somatic,hsa-mir-129,R-646,-1.0,1.8301694065513905,-0.331076428665994,5.047259593561405e-15,4.48177800238899,1.468049276829587,1.0,0.4903225806451612,155,76
651,MCM6_code_potential_somatic,hsa-mir-129,R-651,-1.0,1.8301694065513905,-0.3694645231714589,1.382068408557192e-18,4.861411071161833,2.609537342242961,1.0,0.4903225806451612,155,76
679,MCM6_code_potential_somatic,hsa-mir-129,R-679,-1.0,1.8301694065513905,-0.3622090582883918,7.106049616567217e-18,7.560095016672162,3.914493329641673,1.0,0.4903225806451612,155,76
2767,MCM6_code_potential_somatic,hsa-mir-129,R-2767,-1.0,1.8301694065513905,-0.213405691309043,7.100221128152282e-07,12.273137006707852,21.6607454167184,1.0,0.4903225806451612,155,76
737,MCM6_code_potential_somatic,hsa-mir-129,R-737,-1.0,1.8301694065513905,-0.2219147055273408,2.4525518400605815e-07,10.726053135438825,7.809394630014931,1.0,0.4903225806451612,155,76
738,MCM6_code_potential_somatic,hsa-mir-129,R-738,-1.0,1.8301694065513905,-0.3577014554415483,1.924699032416499e-17,6.727208333800022,4.428196067831764,1.0,0.4903225806451612,155,76
2798,MCM6_code_potential_somatic,hsa-mir-129,R-2798,-1.0,1.8301694065513905,-0.3576929114453077,1.9283085905355845e-17,11.063723989877207,9.687102161124256,1.0,0.4903225806451612,155,76
2830,MCM6_code_potential_somatic,hsa-mir-129,R-2830,-1.0,1.8301694065513905,-0.3499701866923631,1.0248699516226896e-16,4.073504285559929,1.8423652240391444,1.0,0.4903225806451612,155,76
2837,MCM6_code_potential_somatic,hsa-mir-129,R-2837,-1.0,1.8301694065513905,-0.3474666345863789,1.7442328157015082e-16,4.944402719031386,5.752011286879295,1.0,0.4903225806451612,155,76
2864,MCM6_code_potential_somatic,hsa-mir-129,R-2864,-1.0,1.8301694065513905,-0.3659243263895228,3.088582295180907e-18,4.682793019972748,2.940930231641872,1.0,0.4903225806451612,155,76
2883,MCM6_code_potential_somatic,hsa-mir-129,R-2883,-1.0,1.8301694065513905,-0.3318079075894263,4.361872087181854e-15,6.327298103013546,3.673799120907674,1.0,0.4903225806451612,155,76
2885,MCM6_code_potential_somatic,hsa-mir-129,R-2885,-1.0,1.8301694065513905,-0.2211178569722939,2.714204710885699e-07,9.101515107684545,4.869866422853827,1.0,0.4903225806451612,155,76
2940,MCM6_code_potential_somatic,hsa-mir-129,R-2940,-1.0,1.8301694065513905,-0.3640291712988628,4.7308402734233475e-18,4.471514693640031,2.06695529192636,1.0,0.4903225806451612,155,76
2972,MCM6_code_potential_somatic,hsa-mir-129,R-2972,-1.0,1.8301694065513905,-0.2310791893440246,7.437477674643808e-08,3.9719283097179368,1.3816598928299269,1.0,0.4903225806451612,155,76
3010,MCM6_code_potential_somatic,hsa-mir-129,R-3010,-1.0,1.8301694065513905,-0.232185153234759,6.41807128823344e-08,4.270680442974137,1.419050739550709,1.0,0.4903225806451612,155,76
3013,MCM6_code_potential_somatic,hsa-mir-129,R-3013,-1.0,1.8301694065513905,-0.3653929865478407,3.4817825128108826e-18,7.730735796875653,4.788957569058001,1.0,0.4903225806451612,155,76
970,MCM6_code_potential_somatic,hsa-mir-129,R-970,-1.0,1.8301694065513905,-0.3691396095031001,1.4885442626974296e-18,7.097249458841619,4.3447177539481086,1.0,0.4903225806451612,155,76
3028,MCM6_code_potential_somatic,hsa-mir-129,R-3028,-1.0,1.8301694065513905,-0.2075368525328415,1.4417544814430182e-06,2.993815491640688,2.516538545483768,1.0,0.4903225806451612,155,76
3031,MCM6_code_potential_somatic,hsa-mir-129,R-3031,-1.0,1.8301694065513905,-0.3146046517626324,1.2186399419936878e-13,6.281560279371303,4.073454057773491,1.0,0.4903225806451612,155,76
3033,MCM6_code_potential_somatic,hsa-mir-129,R-3033,-1.0,1.8301694065513905,-0.3502747882187159,9.603510324706268e-17,3.9332886478435753,1.8563576057293083,1.0,0.4903225806451612,155,76
995,MCM6_code_potential_somatic,hsa-mir-129,R-995,-1.0,1.8301694065513905,-0.3132118191679316,1.581072177483376e-13,7.021993776570427,4.617783338860518,1.0,0.4903225806451612,155,76
1006,MCM6_code_potential_somatic,hsa-mir-129,R-1006,-1.0,1.8301694065513905,-0.3661001231423609,2.968378558898286e-18,6.06100681675107,2.7768204082658228,1.0,0.4903225806451612,155,76
3061,MCM6_code_potential_somatic,hsa-mir-129,R-3061,-1.0,1.8301694065513905,-0.2310791893440246,7.437477674643808e-08,3.9719283097179368,1.3816598928299269,1.0,0.4903225806451612,155,76
1047,MCM6_code_potential_somatic,hsa-mir-129,R-1047,-1.0,1.8301694065513905,-0.3686971755845635,1.6466203448667605e-18,3.066837624111946,1.392309715919916,1.0,0.4903225806451612,155,76
1067,MCM6_code_potential_somatic,hsa-mir-129,R-1067,-1.0,1.8301694065513905,-0.3747148088613332,4.1171429389083657e-19,5.975791906416304,2.979893184587357,1.0,0.4903225806451612,155,76
3134,MCM6_code_potential_somatic,hsa-mir-129,R-3134,-1.0,1.8301694065513905,-0.2238306563824357,1.9190760490076005e-07,6.3100377705201405,2.441317777545819,1.0,0.4903225806451612,155,76
1091,MCM6_code_potential_somatic,hsa-mir-129,R-1091,-1.0,1.8301694065513905,-0.217122974503627,4.486231194893843e-07,3.545185227058806,2.7211149176506138,1.0,0.4903225806451612,155,76
3180,MCM6_code_potential_somatic,hsa-mir-129,R-3180,-1.0,1.8301694065513905,-0.3579582589511962,1.8192569558123726e-17,3.895941065305944,1.4921219946077258,1.0,0.4903225806451612,155,76
3231,MCM6_code_potential_somatic,hsa-mir-129,R-3231,-1.0,1.8301694065513905,-0.3361206105974973,1.8302504693941643e-15,6.269910898157596,2.818784345520628,1.0,0.4903225806451612,155,76
3348,MCM6_code_potential_somatic,hsa-mir-129,R-3348,-1.0,1.8301694065513905,-0.2323719926997194,6.259752253707506e-08,8.244707242744276,3.591069620225748,1.0,0.4903225806451612,155,76
3449,MCM6_code_potential_somatic,hsa-mir-129,R-3449,-1.0,1.8301694065513905,-0.3616752197308279,8.002710788940976e-18,9.586146168524046,5.935776278626897,1.0,0.4903225806451612,155,76
3459,MCM6_code_potential_somatic,hsa-mir-129,R-3459,-1.0,1.8301694065513905,-0.3741094747880576,4.73941646446894e-19,7.661178840123297,5.254352661161011,1.0,0.4903225806451612,155,76
3481,MCM6_code_potential_somatic,hsa-mir-129,R-3481,-1.0,1.8301694065513905,-0.2883982808028696,1.3050261131052244e-11,5.414327940135877,3.480839648225525,1.0,0.4903225806451612,155,76
1457,MCM6_code_potential_somatic,hsa-mir-129,R-1457,-1.0,1.8301694065513905,-0.2075368525328415,1.4417544814430182e-06,2.993815491640688,2.516538545483768,1.0,0.4903225806451612,155,76
1592,MCM6_code_potential_somatic,hsa-mir-129,R-1592,-1.0,1.8301694065513905,-0.2230631475880641,2.1177740828193185e-07,9.671173745735809,5.791564820026878,1.0,0.4903225806451612,155,76
1645,MCM6_code_potential_somatic,hsa-mir-129,R-1645,-1.0,1.8301694065513905,-0.3686932260013957,1.6481034001992697e-18,7.493740832437442,4.87433110246366,1.0,0.4903225806451612,155,76
3695,MCM6_code_potential_somatic,hsa-mir-129,R-3695,-1.0,1.8301694065513905,-0.2075368525328415,1.4417544814430182e-06,2.993815491640688,2.516538545483768,1.0,0.4903225806451612,155,76
1679,MCM6_code_potential_somatic,hsa-mir-129,R-1679,-1.0,1.8301694065513905,-0.2075258098207191,1.443649881987263e-06,6.754892408530889,2.638708339127977,1.0,0.4903225806451612,155,76
1829,MCM6_code_potential_somatic,hsa-mir-129,R-1829,-1.0,1.8301694065513905,-0.2284285354159727,1.055740736486592e-07,6.114702664113945,2.166242527820542,1.0,0.4903225806451612,155,76
1853,MCM6_code_potential_somatic,hsa-mir-129,R-1853,-1.0,1.8301694065513905,-0.3505566594909189,9.042138090997616e-17,7.31479967471445,4.630459134549064,1.0,0.4903225806451612,155,76
1890,MCM6_code_potential_somatic,hsa-mir-129,R-1890,-1.0,1.8301694065513905,-0.3486627940600687,1.353707794086986e-16,4.698806450148497,1.7263717542451955,1.0,0.4903225806451612,155,76
1926,MCM6_code_potential_somatic,hsa-mir-129,R-1926,-1.0,1.8301694065513905,-0.2084620222389744,1.2911560490632085e-06,11.751517173181282,13.917016376729206,1.0,0.4903225806451612,155,76
2008,MCM6_code_potential_somatic,hsa-mir-129,R-2008,-1.0,1.8301694065513905,-0.3233839303148442,2.2876017263921822e-14,7.377078205390292,3.2966673874968664,1.0,0.4903225806451612,155,76
2043,MCM6_code_potential_somatic,hsa-mir-129,R-2043,-1.0,1.8301694065513905,-0.3557621295023989,2.9405545436491586e-17,4.078927719575368,1.713158727757799,1.0,0.4903225806451612,155,76
274,ZP4_code_potential_somatic,hsa-mir-577,R-274,-1.0,2.754118934205708,-0.2290946614191271,9.671613061662664e-08,2.986440363690982,2.103394926781641,1.0,0.123076923076923,65,8
307,ZP4_code_potential_somatic,hsa-mir-577,R-307,-1.0,2.754118934205708,-0.2253818878441873,1.5708912171019305e-07,2.497881929966569,1.428397426168082,1.0,0.123076923076923,65,8
2489,ZP4_code_potential_somatic,hsa-mir-577,R-2489,-1.0,2.754118934205708,-0.2253818878441873,1.5708912171019305e-07,2.497881929966574,1.4283974261680863,1.0,0.123076923076923,65,8
2605,ZP4_code_potential_somatic,hsa-mir-577,R-2605,-1.0,2.754118934205708,-0.2290946614191271,9.671613061662664e-08,2.986440363690982,2.103394926781641,1.0,0.123076923076923,65,8
3028,ZP4_code_potential_somatic,hsa-mir-577,R-3028,-1.0,2.754118934205708,-0.2253818878441873,1.5708912171019305e-07,2.497881929966574,1.4283974261680863,1.0,0.123076923076923,65,8
1457,ZP4_code_potential_somatic,hsa-mir-577,R-1457,-1.0,2.754118934205708,-0.2253818878441873,1.5708912171019305e-07,2.497881929966574,1.4283974261680863,1.0,0.123076923076923,65,8
3695,ZP4_code_potential_somatic,hsa-mir-577,R-3695,-1.0,2.754118934205708,-0.2253818878441873,1.5708912171019305e-07,2.497881929966574,1.4283974261680863,1.0,0.123076923076923,65,8
1847,ZP4_code_potential_somatic,hsa-mir-577,R-1847,-1.0,2.754118934205708,-0.2290946614191271,9.671613061662664e-08,2.986440363690982,2.103394926781641,1.0,0.123076923076923,65,8
2161,ZNF814_code_potential_somatic,hsa-mir-129,R-2161,1.0,1.4543843385005852,-0.2166845707719964,4.7378502228222964e-07,-2.209243095684723,1.3289440734334146,1.0,0.0516129032258064,155,8
397,ZNF814_code_potential_somatic,hsa-mir-129,R-397,1.0,1.4543843385005852,-0.2242695437364951,1.8136611097876016e-07,-2.390860198829887,1.4907634801709926,1.0,0.0516129032258064,155,8
2477,ZNF814_code_potential_somatic,hsa-mir-129,R-2477,1.0,1.4543843385005852,-0.2360562283616746,3.808718241892802e-08,-2.358316451588884,1.4425932965126034,1.0,0.0516129032258064,155,8
2481,ZNF814_code_potential_somatic,hsa-mir-129,R-2481,1.0,1.4543843385005852,-0.2400740828957054,2.1946264727868843e-08,-2.7420613812568675,1.7115261266257031,1.0,0.0516129032258064,155,8
2585,ZNF814_code_potential_somatic,hsa-mir-129,R-2585,1.0,1.4543843385005852,-0.2344013530143481,4.76590287133901e-08,-2.208624297701767,1.3282888393396195,1.0,0.0516129032258064,155,8
2885,ZNF814_code_potential_somatic,hsa-mir-129,R-2885,1.0,1.4543843385005852,-0.2211178569722939,2.714204710885699e-07,-2.31391111739986,1.4100714800353729,1.0,0.0516129032258064,155,8
3134,ZNF814_code_potential_somatic,hsa-mir-129,R-3134,1.0,1.4543843385005852,-0.2238306563824357,1.9190760490076005e-07,-2.608657328302982,1.6562994360113608,1.0,0.0516129032258064,155,8
1679,ZNF814_code_potential_somatic,hsa-mir-129,R-1679,1.0,1.4543843385005852,-0.2075258098207191,1.443649881987263e-06,-2.2300861874914166,1.358809414307572,1.0,0.0516129032258064,155,8
2481,ZNF814_code_potential_somatic,hsa-mir-331,R-2481,1.0,1.8902779527425075,-0.2020292434800996,2.7519826223984726e-06,-2.7420613812568675,1.7115261266257031,1.0,0.1428571428571428,7,1
1421,SGOL2_code_potential_somatic,hsa-mir-340,R-1421,-1.0,1.8360009048919737,-0.3059989130585915,5.957728912970975e-13,3.843634491486692,1.5932468534057336,1.0,0.0222222222222222,45,1
2836,ACAN_code_potential_somatic,hsa-mir-454-3p,R-2836,1.0,1.5128486254329587,-0.327548403048514,1.0147982733832176e-14,-2.9127045476038784,1.3420653788557155,1.0,0.064516129032258,31,2
1613,ACAN_code_potential_somatic,hsa-mir-454-3p,R-1613,1.0,1.5128486254329587,-0.3530739142323834,5.2661022695589146e-17,-2.9852034799946043,1.3230598695512066,1.0,0.064516129032258,31,2
2836,ACAN_code_potential_somatic,hsa-mir-363,R-2836,1.0,1.4961181036347966,-0.2449526241453737,1.1088272151122709e-08,-2.9127045476038784,1.3420653788557155,1.0,0.1052631578947368,19,2
1613,ACAN_code_potential_somatic,hsa-mir-363,R-1613,1.0,1.4961181036347966,-0.237898910418819,2.9614798411444748e-08,-2.9852034799946043,1.3230598695512066,1.0,0.1052631578947368,19,2
1428,ATP2B2_code_potential_somatic,hsa-mir-152,R-1428,-1.0,1.5793402517445811,-0.2755107103224573,1.096132254370776e-10,3.247374523058172,1.3677329941984289,1.0,1.0,1,1
1428,ATP2B2_code_potential_somatic,hsa-mir-628,R-1428,-1.0,1.3679867165857984,-0.210699582009165,9.867400988637504e-07,3.247374523058172,1.3677329941984289,1.0,1.0,1,1
2950,MAGEC2_code_potential_somatic,hsa-mir-326,R-2950,-1.0,7.627669797921306,-0.2539232559718806,3.0403358336037853e-09,4.07753844932273,1.8128853207360025,1.0,0.125,16,2
1312,MAGEC2_code_potential_somatic,hsa-mir-326,R-1312,-1.0,7.627669797921306,-0.2118327899633837,8.60154170176992e-07,6.490981586519385,5.215125403536985,1.0,0.125,16,2
2451,MAGEC2_code_potential_somatic,hsa-mir-219,R-2451,-1.0,1.304464788638198,-0.3580861253429348,1.7688962890870073e-17,3.1705928521382845,1.3632268518762896,1.0,0.048780487804878,41,2
3481,MAGEC2_code_potential_somatic,hsa-mir-219,R-3481,-1.0,1.304464788638198,-0.2187819782762437,3.6454421133132507e-07,3.4500251260457357,1.7478871677827743,1.0,0.048780487804878,41,2
2451,MAGEC2_code_potential_somatic,hsa-mir-577,R-2451,-1.0,1.377368986287521,-0.2801891868594812,5.1268849632475546e-11,3.1705928521382845,1.3632268518762896,1.0,0.0615384615384615,65,4
2950,MAGEC2_code_potential_somatic,hsa-mir-577,R-2950,-1.0,1.377368986287521,-0.2287154204033203,1.0166715416925899e-07,4.07753844932273,1.8128853207360025,1.0,0.0615384615384615,65,4
1312,MAGEC2_code_potential_somatic,hsa-mir-577,R-1312,-1.0,1.377368986287521,-0.2201318380410931,3.075325203580097e-07,6.490981586519385,5.215125403536985,1.0,0.0615384615384615,65,4
3481,MAGEC2_code_potential_somatic,hsa-mir-577,R-3481,-1.0,1.377368986287521,-0.2103159843399383,1.0335052091905164e-06,3.4500251260457357,1.7478871677827743,1.0,0.0615384615384615,65,4
2161,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-2161,-1.0,1.6864371127396058,-0.213405046479138,7.100781606239512e-07,3.366309331405095,1.411706977193044,1.0,0.3870967741935484,31,12
117,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-117,-1.0,1.6864371127396058,-0.2240159643763719,1.8738664090420987e-07,3.2373553318663357,1.3591888946180504,1.0,0.3870967741935484,31,12
397,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-397,-1.0,1.6864371127396058,-0.2248490846135726,1.6829845920011565e-07,4.233252805822862,1.7172162465001564,1.0,0.3870967741935484,31,12
419,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-419,-1.0,1.6864371127396058,-0.2058700478322733,1.7565683610824974e-06,3.363368219589925,1.409116769335664,1.0,0.3870967741935484,31,12
2477,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-2477,-1.0,1.6864371127396058,-0.2070916780872088,1.5200879939472092e-06,3.950266771388664,1.619441695477917,1.0,0.3870967741935484,31,12
737,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-737,-1.0,1.6864371127396058,-0.215619150561536,5.407185534306841e-07,3.68581927985075,1.52485759927507,1.0,0.3870967741935484,31,12
2885,TMEM146_code_potential_somatic,hsa-mir-454-3p,R-2885,-1.0,1.6864371127396058,-0.2141403943820001,6.488493748932203e-07,3.4096018002667403,1.4249272489542633,1.0,0.3870967741935484,31,12
