,Mutation,Regulator,Regulon,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons
1882,SLFN13_code_potential_somatic,hsa-mir-129,R-1882,-1.0,1.4748252735899816,-0.2872221110562334,1.592043332206598e-11,4.255806250080445,1.4756782489068738,1.0,0.1935483870967742,155,30
1949,SLFN13_code_potential_somatic,hsa-mir-129,R-1949,-1.0,1.4748252735899816,-0.2756388702660669,1.0737566505487629e-10,5.658369151685638,2.07446308459052,1.0,0.1935483870967742,155,30
1996,SLFN13_code_potential_somatic,hsa-mir-129,R-1996,-1.0,1.4748252735899816,-0.3158105642886347,9.716144758055145e-14,4.717126465050678,1.5316246928627262,1.0,0.1935483870967742,155,30
2029,SLFN13_code_potential_somatic,hsa-mir-129,R-2029,-1.0,1.4748252735899816,-0.3104481587990366,2.639759446790335e-13,4.935687204260918,1.6818346323975089,1.0,0.1935483870967742,155,30
597,SLFN13_code_potential_somatic,hsa-mir-615,R-597,-1.0,1.4346801556020516,-0.211923549772506,8.507199295618691e-07,3.068268608215042,1.5590904429501222,1.0,1.0,1,1
350,SLFN13_code_potential_somatic,hsa-mir-10b,R-350,-1.0,1.5560017739638494,-0.2020515263426114,2.744891501911913e-06,4.972243906483199,1.6056006392963944,1.0,0.0714285714285714,14,1
158,INPP5J_code_potential_somatic,hsa-mir-488,R-158,1.0,1.7913194588064272,-0.3043612869112225,8.011157415756363e-13,-4.669050870717593,1.4567192036067358,1.0,0.5263157894736842,19,10
246,INPP5J_code_potential_somatic,hsa-mir-488,R-246,1.0,1.7913194588064272,-0.339736897308218,8.742880533841719e-16,-6.66169267802302,1.9717532300275336,1.0,0.5263157894736842,19,10
257,INPP5J_code_potential_somatic,hsa-mir-488,R-257,1.0,1.7913194588064272,-0.3056127405492621,6.389726923377961e-13,-5.140169511041961,1.5555551034445003,1.0,0.5263157894736842,19,10
290,INPP5J_code_potential_somatic,hsa-mir-488,R-290,1.0,1.7913194588064272,-0.3255277479376022,1.5077845240711622e-14,-5.767668763141568,1.7164706733594683,1.0,0.5263157894736842,19,10
356,INPP5J_code_potential_somatic,hsa-mir-488,R-356,1.0,1.7913194588064272,-0.3375939663265794,1.3561105306599537e-15,-7.0787365267894735,1.9950482331241568,1.0,0.5263157894736842,19,10
259,INPP5J_code_potential_somatic,hsa-mir-488,R-259,1.0,1.7913194588064272,-0.3792088702801726,1.4346078592083864e-19,-5.072726386088488,1.5725285636015316,1.0,0.5263157894736842,19,10
2767,INPP5J_code_potential_somatic,hsa-mir-488,R-2767,1.0,1.7913194588064272,-0.377618880942032,2.0870819081450371e-19,-7.43989364162402,2.2430579744087438,1.0,0.5263157894736842,19,10
3348,INPP5J_code_potential_somatic,hsa-mir-488,R-3348,1.0,1.7913194588064272,-0.3677874817961496,2.025367089197752e-18,-6.282762505134703,1.8717927103647851,1.0,0.5263157894736842,19,10
1358,INPP5J_code_potential_somatic,hsa-mir-488,R-1358,1.0,1.7913194588064272,-0.3724482317454196,6.963444744986451e-19,-4.995843573862427,1.540848334848444,1.0,0.5263157894736842,19,10
1829,INPP5J_code_potential_somatic,hsa-mir-488,R-1829,1.0,1.7913194588064272,-0.3615870392413254,8.161174163417775e-18,-5.236044677735856,1.6010219693828114,1.0,0.5263157894736842,19,10
397,INPP5J_code_potential_somatic,hsa-mir-758,R-397,1.0,3.015375304746304,-0.2045652345195987,2.0479588064331e-06,-4.574381594743525,1.4382436035298525,1.0,1.0,1,1
86,INPP5J_code_potential_somatic,hsa-mir-641,R-86,1.0,2.3612562019718784,-0.2140769592401002,6.539246221081369e-07,-8.069516469143249,2.2286181660432582,1.0,0.625,8,5
192,INPP5J_code_potential_somatic,hsa-mir-641,R-192,1.0,2.3612562019718784,-0.2155509597990871,5.452987769990891e-07,-5.626714127518587,1.6670846389150291,1.0,0.625,8,5
232,INPP5J_code_potential_somatic,hsa-mir-641,R-232,1.0,2.3612562019718784,-0.2062920084013276,1.6711573573119442e-06,-5.534865550701152,1.646465497039955,1.0,0.625,8,5
275,INPP5J_code_potential_somatic,hsa-mir-641,R-275,1.0,2.3612562019718784,-0.2096422221725165,1.1208403031149776e-06,-5.425562762584592,1.6211647857033835,1.0,0.625,8,5
350,INPP5J_code_potential_somatic,hsa-mir-641,R-350,1.0,2.3612562019718784,-0.2143244933198645,6.343336278468543e-07,-5.6560266606161065,1.672052921719592,1.0,0.625,8,5
117,DENND1C_code_potential_somatic,hsa-mir-454-3p,R-117,1.0,9.255461828987794,-0.2240159643763719,1.8738664090420987e-07,-6.4655727511441485,1.3119678200837743,1.0,0.1290322580645161,31,4
2836,DENND1C_code_potential_somatic,hsa-mir-454-3p,R-2836,1.0,9.255461828987794,-0.327548403048514,1.0147982733832176e-14,-12.345249871100473,3.9413997966072425,1.0,0.1290322580645161,31,4
896,DENND1C_code_potential_somatic,hsa-mir-454-3p,R-896,1.0,9.255461828987794,-0.2829588987433676,3.2473847002072355e-11,-6.82483115652662,1.302893886313268,1.0,0.1290322580645161,31,4
1613,DENND1C_code_potential_somatic,hsa-mir-454-3p,R-1613,1.0,9.255461828987794,-0.3530739142323834,5.2661022695589146e-17,-12.49855240169745,3.153929667489639,1.0,0.1290322580645161,31,4
2836,DENND1C_code_potential_somatic,hsa-mir-98,R-2836,1.0,4.027512345195468,-0.2565033816290781,2.0760659593682446e-09,-12.345249871100473,3.9413997966072425,1.0,0.375,8,3
896,DENND1C_code_potential_somatic,hsa-mir-98,R-896,1.0,4.027512345195468,-0.2276533692664798,1.1686901206257305e-07,-6.82483115652662,1.302893886313268,1.0,0.375,8,3
1613,DENND1C_code_potential_somatic,hsa-mir-98,R-1613,1.0,4.027512345195468,-0.2597538079724754,1.2761952977735995e-09,-12.49855240169745,3.153929667489639,1.0,0.375,8,3
117,DENND1C_code_potential_somatic,hsa-mir-20b,R-117,1.0,1.6065014350503166,-0.2569321129121345,1.947752721430429e-09,-6.4655727511441485,1.3119678200837743,1.0,0.0454545454545454,44,2
171,DENND1C_code_potential_somatic,hsa-mir-20b,R-171,1.0,1.6065014350503166,-0.2276313644459732,1.1720608284403565e-07,-9.640513600497284,2.0402865980895446,1.0,0.0454545454545454,44,2
2123,UPF1_code_potential_somatic,hsa-mir-346,R-2123,-1.0,1.5952481462891053,-0.2060958189027453,1.710361792937449e-06,4.96163913220084,2.069563595812893,1.0,0.8,20,16
2161,UPF1_code_potential_somatic,hsa-mir-346,R-2161,-1.0,1.5952481462891053,-0.2181154483310895,3.9632091177557297e-07,4.246241501188345,1.6855065851031776,1.0,0.8,20,16
117,UPF1_code_potential_somatic,hsa-mir-346,R-117,-1.0,1.5952481462891053,-0.2305094821229976,8.021931487666704e-08,4.886427564214717,2.262968518772559,1.0,0.8,20,16
397,UPF1_code_potential_somatic,hsa-mir-346,R-397,-1.0,1.5952481462891053,-0.2282126786052893,1.0860882213706897e-07,5.221198650606278,3.181478558636176,1.0,0.8,20,16
419,UPF1_code_potential_somatic,hsa-mir-346,R-419,-1.0,1.5952481462891053,-0.2329105062740943,5.8242641849281445e-08,4.706999435438599,2.136833201537112,1.0,0.8,20,16
2477,UPF1_code_potential_somatic,hsa-mir-346,R-2477,-1.0,1.5952481462891053,-0.2321005999134719,6.49098270282366e-08,4.8138208865490855,2.2490103776382933,1.0,0.8,20,16
2585,UPF1_code_potential_somatic,hsa-mir-346,R-2585,-1.0,1.5952481462891053,-0.2041331178795413,2.1542754422395264e-06,6.9169408542491295,6.014264940491801,1.0,0.8,20,16
2767,UPF1_code_potential_somatic,hsa-mir-346,R-2767,-1.0,1.5952481462891053,-0.216468713961313,4.86667339796088e-07,3.722787249999627,1.6430345626177325,1.0,0.8,20,16
737,UPF1_code_potential_somatic,hsa-mir-346,R-737,-1.0,1.5952481462891053,-0.221902614966623,2.456333915655761e-07,4.179363415446787,1.772959495654378,1.0,0.8,20,16
2885,UPF1_code_potential_somatic,hsa-mir-346,R-2885,-1.0,1.5952481462891053,-0.2217773567575857,2.495848279134037e-07,4.2313057305035215,1.718476549413174,1.0,0.8,20,16
3134,UPF1_code_potential_somatic,hsa-mir-346,R-3134,-1.0,1.5952481462891053,-0.226770838937812,1.3114876557229916e-07,3.5576899409906857,1.4455049379323084,1.0,0.8,20,16
3348,UPF1_code_potential_somatic,hsa-mir-346,R-3348,-1.0,1.5952481462891053,-0.2260531432535981,1.43988668475658e-07,3.883083842382266,1.5273201122228173,1.0,0.8,20,16
1592,UPF1_code_potential_somatic,hsa-mir-346,R-1592,-1.0,1.5952481462891053,-0.2220239235924924,2.418640350714841e-07,4.28925358797044,1.732557340302984,1.0,0.8,20,16
1679,UPF1_code_potential_somatic,hsa-mir-346,R-1679,-1.0,1.5952481462891053,-0.2085799455078428,1.273081350093945e-06,5.44200881554729,2.159950145909905,1.0,0.8,20,16
1829,UPF1_code_potential_somatic,hsa-mir-346,R-1829,-1.0,1.5952481462891053,-0.2238978799000271,1.9025553163652009e-07,4.523205237143387,1.810341246199684,1.0,0.8,20,16
1926,UPF1_code_potential_somatic,hsa-mir-346,R-1926,-1.0,1.5952481462891053,-0.2020382267258217,2.749121759499383e-06,4.826697730230465,1.9847409963782088,1.0,0.8,20,16
158,UPF1_code_potential_somatic,hsa-mir-328,R-158,-1.0,1.5702462492914806,-0.2522105877443226,3.907459057454096e-09,5.614402343205516,2.0128927782496064,1.0,0.074074074074074,27,2
257,UPF1_code_potential_somatic,hsa-mir-328,R-257,-1.0,1.5702462492914806,-0.2502490151734522,5.196647858591395e-09,4.714777378730061,1.6411697191262162,1.0,0.074074074074074,27,2
117,UPF1_code_potential_somatic,hsa-mir-139,R-117,-1.0,1.5108352832900405,-0.2308630147704943,7.654235841080158e-08,4.886427564214717,2.262968518772559,1.0,0.2241379310344827,58,13
397,UPF1_code_potential_somatic,hsa-mir-139,R-397,-1.0,1.5108352832900405,-0.2346737580762177,4.5937542167138616e-08,5.221198650606278,3.181478558636176,1.0,0.2241379310344827,58,13
419,UPF1_code_potential_somatic,hsa-mir-139,R-419,-1.0,1.5108352832900405,-0.2314104753708322,7.116758151685914e-08,4.706999435438599,2.136833201537112,1.0,0.2241379310344827,58,13
2477,UPF1_code_potential_somatic,hsa-mir-139,R-2477,-1.0,1.5108352832900405,-0.2333095397810589,5.52060714453795e-08,4.8138208865490855,2.2490103776382933,1.0,0.2241379310344827,58,13
2585,UPF1_code_potential_somatic,hsa-mir-139,R-2585,-1.0,1.5108352832900405,-0.2171532455831317,4.46934009581871e-07,6.9169408542491295,6.014264940491801,1.0,0.2241379310344827,58,13
2760,UPF1_code_potential_somatic,hsa-mir-139,R-2760,-1.0,1.5108352832900405,-0.341973134007808,5.509719098811527e-16,2.1927594832874533,1.475040579922858,1.0,0.2241379310344827,58,13
737,UPF1_code_potential_somatic,hsa-mir-139,R-737,-1.0,1.5108352832900405,-0.2075512444824473,1.4392877899463245e-06,4.179363415446787,1.772959495654378,1.0,0.2241379310344827,58,13
2885,UPF1_code_potential_somatic,hsa-mir-139,R-2885,-1.0,1.5108352832900405,-0.207672029186453,1.4187449206251467e-06,4.2313057305035215,1.718476549413174,1.0,0.2241379310344827,58,13
3134,UPF1_code_potential_somatic,hsa-mir-139,R-3134,-1.0,1.5108352832900405,-0.2104791350267602,1.0133609375846662e-06,3.5576899409906857,1.4455049379323084,1.0,0.2241379310344827,58,13
3348,UPF1_code_potential_somatic,hsa-mir-139,R-3348,-1.0,1.5108352832900405,-0.2227123646076314,2.215054191036953e-07,3.883083842382266,1.5273201122228173,1.0,0.2241379310344827,58,13
1592,UPF1_code_potential_somatic,hsa-mir-139,R-1592,-1.0,1.5108352832900405,-0.208767151896478,1.2448847765125203e-06,4.28925358797044,1.732557340302984,1.0,0.2241379310344827,58,13
1829,UPF1_code_potential_somatic,hsa-mir-139,R-1829,-1.0,1.5108352832900405,-0.216489796201303,4.853944592917569e-07,4.523205237143387,1.810341246199684,1.0,0.2241379310344827,58,13
1671,UPF1_code_potential_somatic,hsa-mir-139,R-1671,-1.0,1.5108352832900405,-0.2501628548184181,5.261849168339914e-09,5.3359870171752215,1.6735224724506463,1.0,0.2241379310344827,58,13
2395,COL4A4_code_potential_somatic,hsa-mir-500,R-2395,-1.0,1.3749093409853852,-0.2148284278905861,5.961783704288831e-07,3.4879113344702053,1.5900245106715287,1.0,0.5,2,1
2426,COL4A4_code_potential_somatic,hsa-mir-20b,R-2426,-1.0,2.0978307943879284,-0.2165373077424525,4.825375868921541e-07,3.063639140518667,1.7037795722869435,1.0,0.0227272727272727,44,1
2159,LRP1B_code_potential_somatic,hsa-mir-375,R-2159,-1.0,1.7694210441961582,-0.2545001369256001,2.792773938096002e-09,2.476442002524826,1.3800057972951605,1.0,0.3278688524590163,61,20
2394,LRP1B_code_potential_somatic,hsa-mir-375,R-2394,-1.0,1.7694210441961582,-0.257131204145289,1.890819739479634e-09,2.657376331967009,1.4820733702542548,1.0,0.3278688524590163,61,20
2670,LRP1B_code_potential_somatic,hsa-mir-375,R-2670,-1.0,1.7694210441961582,-0.2530877176225363,3.4370413002547654e-09,2.505910234324717,1.3940124898774435,1.0,0.3278688524590163,61,20
2685,LRP1B_code_potential_somatic,hsa-mir-375,R-2685,-1.0,1.7694210441961582,-0.2477772209402869,7.417788936753276e-09,2.4826999939419325,1.380891819384828,1.0,0.3278688524590163,61,20
650,LRP1B_code_potential_somatic,hsa-mir-375,R-650,-1.0,1.7694210441961582,-0.2466299073318973,8.738759855775506e-09,2.398885752358299,1.3314837756531248,1.0,0.3278688524590163,61,20
2737,LRP1B_code_potential_somatic,hsa-mir-375,R-2737,-1.0,1.7694210441961582,-0.2466810907056031,8.675252783002933e-09,3.261525040848825,1.917938646685328,1.0,0.3278688524590163,61,20
2756,LRP1B_code_potential_somatic,hsa-mir-375,R-2756,-1.0,1.7694210441961582,-0.2647706652367563,5.943217497933941e-10,2.9747440040704807,1.7041645388056903,1.0,0.3278688524590163,61,20
2782,LRP1B_code_potential_somatic,hsa-mir-375,R-2782,-1.0,1.7694210441961582,-0.269214188111795,2.9799278680205765e-10,3.186768394009753,1.8250907559938965,1.0,0.3278688524590163,61,20
2816,LRP1B_code_potential_somatic,hsa-mir-375,R-2816,-1.0,1.7694210441961582,-0.2511587089618662,4.554354218814453e-09,2.4384623252082798,1.362563575112744,1.0,0.3278688524590163,61,20
2843,LRP1B_code_potential_somatic,hsa-mir-375,R-2843,-1.0,1.7694210441961582,-0.2603654291373244,1.1636641731274635e-09,2.738063199157985,1.559150433132874,1.0,0.3278688524590163,61,20
2861,LRP1B_code_potential_somatic,hsa-mir-375,R-2861,-1.0,1.7694210441961582,-0.236435630157002,3.617047082148981e-08,2.940783015274585,1.707177395995308,1.0,0.3278688524590163,61,20
2908,LRP1B_code_potential_somatic,hsa-mir-375,R-2908,-1.0,1.7694210441961582,-0.2385710649909956,2.7003862595805338e-08,3.278544227214189,1.8937659233218604,1.0,0.3278688524590163,61,20
871,LRP1B_code_potential_somatic,hsa-mir-375,R-871,-1.0,1.7694210441961582,-0.2522143761200141,3.90529884926818e-09,2.966248217632266,1.6982271937308686,1.0,0.3278688524590163,61,20
2962,LRP1B_code_potential_somatic,hsa-mir-375,R-2962,-1.0,1.7694210441961582,-0.2545474513198761,2.773361383242694e-09,2.544481860691493,1.4254292770930177,1.0,0.3278688524590163,61,20
968,LRP1B_code_potential_somatic,hsa-mir-375,R-968,-1.0,1.7694210441961582,-0.2508533013981323,4.760885879792777e-09,2.390801701306402,1.3231298511487568,1.0,0.3278688524590163,61,20
1239,LRP1B_code_potential_somatic,hsa-mir-375,R-1239,-1.0,1.7694210441961582,-0.2627363074903643,8.117976804826418e-10,2.6915688757076737,1.5050700690175811,1.0,0.3278688524590163,61,20
1873,LRP1B_code_potential_somatic,hsa-mir-375,R-1873,-1.0,1.7694210441961582,-0.2492704857926843,5.985557676970342e-09,2.4968705051348614,1.4018794104913428,1.0,0.3278688524590163,61,20
1996,LRP1B_code_potential_somatic,hsa-mir-375,R-1996,-1.0,1.7694210441961582,-0.2549245962105362,2.623238359643823e-09,2.7348442356468534,1.5468737452803802,1.0,0.3278688524590163,61,20
2021,LRP1B_code_potential_somatic,hsa-mir-375,R-2021,-1.0,1.7694210441961582,-0.2517278519567262,4.192425232909856e-09,2.469921100491447,1.3707263032051722,1.0,0.3278688524590163,61,20
2032,LRP1B_code_potential_somatic,hsa-mir-375,R-2032,-1.0,1.7694210441961582,-0.2372028165364211,3.2575620022607625e-08,3.24798667216253,1.9110151271162616,1.0,0.3278688524590163,61,20
2395,PTPRR_code_potential_somatic,hsa-mir-30d,R-2395,-1.0,1.557127708312931,-0.2082483417292202,1.324536865929647e-06,6.754063794530087,1.3959306761785946,1.0,0.2758620689655172,29,8
635,PTPRR_code_potential_somatic,hsa-mir-30d,R-635,-1.0,1.557127708312931,-0.2155415291617272,5.459351406634142e-07,8.090563569455007,1.7061598040576609,1.0,0.2758620689655172,29,8
2849,PTPRR_code_potential_somatic,hsa-mir-30d,R-2849,-1.0,1.557127708312931,-0.2127893951273831,7.655746245943438e-07,9.891870837773268,3.2609494096584117,1.0,0.2758620689655172,29,8
983,PTPRR_code_potential_somatic,hsa-mir-30d,R-983,-1.0,1.557127708312931,-0.2146227271509057,6.11478663511273e-07,13.690515934116611,15.628253210586507,1.0,0.2758620689655172,29,8
1138,PTPRR_code_potential_somatic,hsa-mir-30d,R-1138,-1.0,1.557127708312931,-0.2155415291617272,5.459351406634142e-07,8.090563569455007,1.7061598040576609,1.0,0.2758620689655172,29,8
1178,PTPRR_code_potential_somatic,hsa-mir-30d,R-1178,-1.0,1.557127708312931,-0.2146227271509057,6.11478663511273e-07,13.690515934116611,15.628253210586507,1.0,0.2758620689655172,29,8
1234,PTPRR_code_potential_somatic,hsa-mir-30d,R-1234,-1.0,1.557127708312931,-0.2072129061093401,1.4983614233311806e-06,6.238946429979329,1.5338298311784409,1.0,0.2758620689655172,29,8
1916,PTPRR_code_potential_somatic,hsa-mir-30d,R-1916,-1.0,1.557127708312931,-0.2062536410219828,1.6787559053226325e-06,7.994206686343362,1.6049348362870215,1.0,0.2758620689655172,29,8
2431,PTPRR_code_potential_somatic,hsa-mir-490,R-2431,-1.0,11.377873795467458,-0.2367932689430371,3.4449335222385315e-08,13.5952897234919,30.906278307875144,1.0,0.3142857142857143,35,11
2451,PTPRR_code_potential_somatic,hsa-mir-490,R-2451,-1.0,11.377873795467458,-0.2102211182196891,1.0453944812324855e-06,12.7334680916573,13.874732252825751,1.0,0.3142857142857143,35,11
626,PTPRR_code_potential_somatic,hsa-mir-490,R-626,-1.0,11.377873795467458,-0.2061944778782033,1.690537927319582e-06,6.944795675430242,1.4568620867399085,1.0,0.3142857142857143,35,11
651,PTPRR_code_potential_somatic,hsa-mir-490,R-651,-1.0,11.377873795467458,-0.2146847114255194,6.068289034719487e-07,12.518189617469986,13.896652040875686,1.0,0.3142857142857143,35,11
679,PTPRR_code_potential_somatic,hsa-mir-490,R-679,-1.0,11.377873795467458,-0.2288205919981848,1.0027014193600847e-07,9.116420822882136,2.097447699017606,1.0,0.3142857142857143,35,11
2798,PTPRR_code_potential_somatic,hsa-mir-490,R-2798,-1.0,11.377873795467458,-0.2008764850483088,3.14371263004206e-06,15.303450422586437,36.66987270436409,1.0,0.3142857142857143,35,11
2864,PTPRR_code_potential_somatic,hsa-mir-490,R-2864,-1.0,11.377873795467458,-0.2093834035694156,1.1562366416594874e-06,10.67838907675704,3.442719054391368,1.0,0.3142857142857143,35,11
3033,PTPRR_code_potential_somatic,hsa-mir-490,R-3033,-1.0,11.377873795467458,-0.2108715097825734,9.664456034824485e-07,7.375878645239532,1.4762995130227632,1.0,0.3142857142857143,35,11
3180,PTPRR_code_potential_somatic,hsa-mir-490,R-3180,-1.0,11.377873795467458,-0.2043886317293794,2.0907878328963183e-06,13.70459853757373,3.139203804863905,1.0,0.3142857142857143,35,11
3449,PTPRR_code_potential_somatic,hsa-mir-490,R-3449,-1.0,11.377873795467458,-0.2088340084903947,1.2349609379742491e-06,12.792768982607631,5.313449058558929,1.0,0.3142857142857143,35,11
1645,PTPRR_code_potential_somatic,hsa-mir-490,R-1645,-1.0,11.377873795467458,-0.2242801028261887,1.8111950264542893e-07,6.516628230363644,1.3296644648871674,1.0,0.3142857142857143,35,11
2441,PTPRR_code_potential_somatic,hsa-mir-203,R-2441,-1.0,21.23943853531187,-0.2458530485039039,9.759819464297756e-09,7.4082305296240305,1.3653456746604715,1.0,0.3076923076923077,13,4
1006,PTPRR_code_potential_somatic,hsa-mir-203,R-1006,-1.0,21.23943853531187,-0.2407853302808698,1.988522977287364e-08,7.488500086038489,1.459938510739409,1.0,0.3076923076923077,13,4
3143,PTPRR_code_potential_somatic,hsa-mir-203,R-3143,-1.0,21.23943853531187,-0.2142837078283761,6.375222998852694e-07,8.598670022401649,1.5982401279740643,1.0,0.3076923076923077,13,4
2008,PTPRR_code_potential_somatic,hsa-mir-203,R-2008,-1.0,21.23943853531187,-0.2418126249231997,1.7235754676078882e-08,12.974441225904284,8.163377480243092,1.0,0.3076923076923077,13,4
2125,CNTN6_code_potential_somatic,hsa-mir-375,R-2125,-1.0,2.109426402903277,-0.2522749095273417,3.870938307938956e-09,3.8664906972633326,1.8514991507781209,1.0,0.5737704918032787,61,35
2159,CNTN6_code_potential_somatic,hsa-mir-375,R-2159,-1.0,2.109426402903277,-0.2545001369256001,2.792773938096002e-09,3.352486505108216,1.504996297582729,1.0,0.5737704918032787,61,35
2260,CNTN6_code_potential_somatic,hsa-mir-375,R-2260,-1.0,2.109426402903277,-0.2494769925697459,5.8099506797575715e-09,3.676708445664611,1.631386560316249,1.0,0.5737704918032787,61,35
2394,CNTN6_code_potential_somatic,hsa-mir-375,R-2394,-1.0,2.109426402903277,-0.257131204145289,1.890819739479634e-09,3.9438436499340153,1.822623031405689,1.0,0.5737704918032787,61,35
2453,CNTN6_code_potential_somatic,hsa-mir-375,R-2453,-1.0,2.109426402903277,-0.2509651793866418,4.684195013352635e-09,3.127749624216683,1.4276490247963518,1.0,0.5737704918032787,61,35
575,CNTN6_code_potential_somatic,hsa-mir-375,R-575,-1.0,2.109426402903277,-0.2468190037015251,8.506352592306957e-09,3.102419639458277,1.381469788861179,1.0,0.5737704918032787,61,35
2670,CNTN6_code_potential_somatic,hsa-mir-375,R-2670,-1.0,2.109426402903277,-0.2530877176225363,3.4370413002547654e-09,3.022667509498338,1.343396803123768,1.0,0.5737704918032787,61,35
2685,CNTN6_code_potential_somatic,hsa-mir-375,R-2685,-1.0,2.109426402903277,-0.2477772209402869,7.417788936753276e-09,3.2951234759958554,1.4751763655247394,1.0,0.5737704918032787,61,35
650,CNTN6_code_potential_somatic,hsa-mir-375,R-650,-1.0,2.109426402903277,-0.2466299073318973,8.738759855775506e-09,3.606401684236243,1.6099466337986588,1.0,0.5737704918032787,61,35
2737,CNTN6_code_potential_somatic,hsa-mir-375,R-2737,-1.0,2.109426402903277,-0.2466810907056031,8.675252783002933e-09,3.2551981597849613,1.5127996940051112,1.0,0.5737704918032787,61,35
698,CNTN6_code_potential_somatic,hsa-mir-375,R-698,-1.0,2.109426402903277,-0.2452581929165838,1.061891754886358e-08,3.2666058479161464,1.4903970334682917,1.0,0.5737704918032787,61,35
2756,CNTN6_code_potential_somatic,hsa-mir-375,R-2756,-1.0,2.109426402903277,-0.2647706652367563,5.943217497933941e-10,4.097451141021869,1.8147500916137669,1.0,0.5737704918032787,61,35
2782,CNTN6_code_potential_somatic,hsa-mir-375,R-2782,-1.0,2.109426402903277,-0.269214188111795,2.9799278680205765e-10,4.728788059545873,2.121446887088475,1.0,0.5737704918032787,61,35
759,CNTN6_code_potential_somatic,hsa-mir-375,R-759,-1.0,2.109426402903277,-0.246072048860374,9.460826338033181e-09,3.9958869848199297,1.8753772113260936,1.0,0.5737704918032787,61,35
2861,CNTN6_code_potential_somatic,hsa-mir-375,R-2861,-1.0,2.109426402903277,-0.236435630157002,3.617047082148981e-08,3.0145916251679856,1.3454265895778688,1.0,0.5737704918032787,61,35
2884,CNTN6_code_potential_somatic,hsa-mir-375,R-2884,-1.0,2.109426402903277,-0.2454589768282389,1.0321056992808517e-08,3.226572371959603,1.474331982258283,1.0,0.5737704918032787,61,35
871,CNTN6_code_potential_somatic,hsa-mir-375,R-871,-1.0,2.109426402903277,-0.2522143761200141,3.90529884926818e-09,4.083942693048482,1.828318735330316,1.0,0.5737704918032787,61,35
2927,CNTN6_code_potential_somatic,hsa-mir-375,R-2927,-1.0,2.109426402903277,-0.2537154595350091,3.134626442615233e-09,3.2041396427549254,1.4602073223679977,1.0,0.5737704918032787,61,35
2962,CNTN6_code_potential_somatic,hsa-mir-375,R-2962,-1.0,2.109426402903277,-0.2545474513198761,2.773361383242694e-09,3.705771435688473,1.689616630500453,1.0,0.5737704918032787,61,35
968,CNTN6_code_potential_somatic,hsa-mir-375,R-968,-1.0,2.109426402903277,-0.2508533013981323,4.760885879792777e-09,3.8291597400620105,1.7542335952214532,1.0,0.5737704918032787,61,35
993,CNTN6_code_potential_somatic,hsa-mir-375,R-993,-1.0,2.109426402903277,-0.2648165287637462,5.901402638944046e-10,3.101121409175561,1.407610703381881,1.0,0.5737704918032787,61,35
1011,CNTN6_code_potential_somatic,hsa-mir-375,R-1011,-1.0,2.109426402903277,-0.2525653247957854,3.7101293840525795e-09,2.976948376955228,1.3628417265935129,1.0,0.5737704918032787,61,35
1205,CNTN6_code_potential_somatic,hsa-mir-375,R-1205,-1.0,2.109426402903277,-0.2464943318443808,8.909164251439068e-09,3.6373492757717663,1.5497826849729384,1.0,0.5737704918032787,61,35
1301,CNTN6_code_potential_somatic,hsa-mir-375,R-1301,-1.0,2.109426402903277,-0.2427498045863124,1.511928389559943e-08,3.243624952012779,1.4604328009742438,1.0,0.5737704918032787,61,35
1568,CNTN6_code_potential_somatic,hsa-mir-375,R-1568,-1.0,2.109426402903277,-0.2573522195952121,1.8295105273422574e-09,3.940573920481728,1.8001180353151405,1.0,0.5737704918032787,61,35
1590,CNTN6_code_potential_somatic,hsa-mir-375,R-1590,-1.0,2.109426402903277,-0.2511891771748752,4.5342336224924945e-09,3.442694153821084,1.5772816426924487,1.0,0.5737704918032787,61,35
1772,CNTN6_code_potential_somatic,hsa-mir-375,R-1772,-1.0,2.109426402903277,-0.2500126044095485,5.3774538013767584e-09,3.3627965301701206,1.5222496599151036,1.0,0.5737704918032787,61,35
1873,CNTN6_code_potential_somatic,hsa-mir-375,R-1873,-1.0,2.109426402903277,-0.2492704857926843,5.985557676970342e-09,4.015828107186675,1.8151061870685237,1.0,0.5737704918032787,61,35
1938,CNTN6_code_potential_somatic,hsa-mir-375,R-1938,-1.0,2.109426402903277,-0.2494280661007075,5.851098866033031e-09,4.122138681028405,2.1590755533600703,1.0,0.5737704918032787,61,35
1944,CNTN6_code_potential_somatic,hsa-mir-375,R-1944,-1.0,2.109426402903277,-0.2529896228732452,3.4867877985134405e-09,3.704418764118648,1.710677249877402,1.0,0.5737704918032787,61,35
1949,CNTN6_code_potential_somatic,hsa-mir-375,R-1949,-1.0,2.109426402903277,-0.2183593552426384,3.843952220464597e-07,2.9482745495905567,1.5194877524580097,1.0,0.5737704918032787,61,35
1950,CNTN6_code_potential_somatic,hsa-mir-375,R-1950,-1.0,2.109426402903277,-0.2518792257769142,4.1009633614950234e-09,4.35258990818537,1.8740087638585707,1.0,0.5737704918032787,61,35
